2331,3466,3433,1130,1651,1197,1042,406,78,78,0
95246,8762,2626,11061,12664,1925,804,666,77,61,0
119561,18411,31928,6930,20995,13798,3076,907,75,77,0
8906,7009,1379,2056,3399,1962,344,458,60,81,0
86321,14106,7548,2715,4607,2413,374,313,56,77,0
4501,1731,19926,1288,893,2826,516,861,74,80,0
3540,13321,9677,4138,2124,3028,725,384,69,67,0
25144,9440,10064,2487,5547,6015,942,394,77,74,0
11934,5977,6353,4564,1835,2797,1132,294,81,78,0
4704,5653,11951,3944,5782,5508,806,923,67,87,0
65476,39047,13489,10044,10753,8234,2449,4001,61,90,0
1021,1416,7897,2107,4553,3107,872,364,67,90,0
75480,38278,13466,1885,3850,2599,500,596,56,75,0
759654,131442,16326,29487,11502,9633,2590,2457,44,54,0
53067,42293,14025,2450,3338,1966,863,289,44,37,0
2765,4316,1717,4641,4401,4998,417,317,35,43,0
5039,3523,1146,2173,1119,1770,584,580,40,64,0
6546,9603,1018,6561,5485,4116,712,310,41,84,0
21989,3258,8042,2631,4842,1701,211,352,53,100,0
18930,5940,5720,3603,2984,2142,1215,338,60,88,0
4252,4155,7217,6209,3870,2078,1060,654,70,78,0
7443,6556,1460,4072,3664,1356,762,403,74,67,0
2246,7610,5049,3526,1694,1955,416,326,69,67,0
1335,6212,5706,1787,3119,2480,1351,612,66,70,0
17886,22056,5315,919,2036,1091,1064,401,48,56,0
8105,10300,2494,3561,2537,1755,567,683,47,54,0
1399,2466,2859,2362,3519,4393,389,207,41,70,0
22883,12314,7565,2127,6676,1944,291,677,38,61,0
8847,6940,7134,10696,2667,818,351,685,57,57,0
1010,3444,3707,2983,3193,2191,540,206,64,66,0
12461,12676,10581,3448,2025,2769,791,583,67,44,0
496060,29324,17059,8495,8562,6242,4987,3816,70,48,0
2653,7733,10238,3469,2816,1623,655,291,67,57,0
4654,5660,11595,4438,5271,6195,464,803,69,61,0
8043,4911,12639,3884,4679,2385,623,967,78,64,0
77617,5289,2929,1555,3846,2039,536,543,74,70,0
4232,4307,3672,2702,3092,3609,440,494,66,91,0
6283,6020,12772,4251,5533,1603,854,353,70,74,0
85647,16824,10019,9129,4501,3497,552,502,63,69,0
2989,5522,13086,3515,2298,1688,1148,297,80,57,0
7693,8774,5437,6181,4265,3574,488,1295,80,50,0
45289,16252,17214,3028,3064,3885,751,569,75,56,0
33296,11725,10242,2090,3653,2151,973,476,74,56,0
4168,5340,11648,1864,8575,2376,484,777,66,61,0
51357,18580,3460,1146,1031,1897,698,580,54,51,0
3497,7615,6251,4268,4023,2168,337,410,53,53,0
739540,35457,21416,31680,12578,16352,2726,810,53,61,0
1999,2028,3058,697,2231,3283,747,665,48,80,0
2795,4096,3938,4562,3520,4300,614,733,61,97,0
16572,25999,12949,4918,3104,3832,657,1078,57,93,0
2902,11424,3854,2413,5394,4669,1648,1020,48,97,0
546437,56730,6447,4633,3432,5386,2834,2991,35,74,0
555248,47635,25197,9178,19744,11456,1839,599,29,61,0
519062,91578,9556,9093,4544,6823,1930,1820,20,56,0
78951,7952,10751,2747,5852,4867,773,346,27,54,0
3377,10494,14344,11122,5113,3288,438,768,51,56,0
3493,1800,3668,2873,1747,1427,747,578,61,60,0
6553,8653,3544,3394,5957,4732,549,438,67,80,0
4711,3375,7141,8489,2835,4690,1000,307,77,80,0
1365,2765,5453,9113,5848,2963,2012,684,77,88,0
41478,10522,272,2615,1465,2786,879,675,56,90,0
550193,34302,20663,2592,13601,7961,2619,1937,57,80,0
2882,4024,5272,5237,5000,2340,915,1248,53,75,0
30218,13366,1039,1417,1697,1715,857,259,29,69,0
7202,4963,9699,2584,3993,6094,553,465,43,75,0
462416,23082,2967,8782,2876,8988,1816,1780,41,83,0
5883,17063,3787,6631,4155,5649,1041,260,30,87,0
7576,1343,6932,2203,9429,2697,778,453,48,96,0
420127,36274,38030,3561,14763,17626,4928,2182,47,93,0
8630,27809,5031,3202,1736,2023,1727,794,43,75,0
554,7642,13662,4045,3667,3251,932,307,54,67,0
7881,3373,5844,2717,5645,2000,734,531,57,63,0
2648,5400,2575,2878,4373,6726,1321,386,51,74,0
8787,17405,8723,4772,4760,5296,843,952,57,84,0
6743,13593,7042,1438,3866,4068,475,419,47,90,0
65887,1032,1428,676,737,410,108,214,48,84,0
7346,7601,2743,6549,1854,840,436,1358,60,53,0
1416,2733,11431,2598,5863,4276,742,250,67,60,0
2322,8513,17533,10567,2290,4007,597,898,83,53,0
18784,16223,6518,2145,6121,2762,1425,583,74,51,0
11624,17484,4689,6827,3543,2514,1394,372,66,56,0
